# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60
# time: Tue Oct  2 21:05:37 2018
#query_name	eggNOG annot
Amillepora36311	protein Hydra magnipapillata
Amillepora36310	NA
Amillepora33703	Amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
Amillepora33705	u3 small nucleolar ribonucleoprotein
Amillepora33704	S-adenosyl-L-methionine-dependent methyltransferase that catalyzes the trimethylation of the amino group of the modified target histidine residue in translation elongation factor 2 (EF- 2), to form an intermediate called diphthine. The three successive methylation reactions represent the second step of diphthamide biosynthesis (By similarity)
Amillepora33708	u3 small nucleolar ribonucleoprotein
Amillepora33710	u3 small nucleolar ribonucleoprotein
Amillepora33707	u3 small nucleolar ribonucleoprotein
Amillepora33713	u3 small nucleolar ribonucleoprotein
Amillepora33716	Endoplasmic reticulum to nucleus signaling
Amillepora33714	CAMP-dependent protein kinase, catalytic subunit
Amillepora33724	Endoplasmic reticulum to nucleus signaling
Amillepora33734	Phosphatidylserine decarboxylase
Amillepora33717	sidekick cell adhesion molecule 2
Amillepora33715	Nuclear autoantigenic sperm protein (Histone-binding)
Amillepora33727	sidekick cell adhesion molecule 2
Amillepora33730	coiled-coil domain containing 78
Amillepora33719	Inherit from euNOG: solute carrier family 17
Amillepora33718	Nuclear autoantigenic sperm protein (Histone-binding)
Amillepora33721	NA
Amillepora33725	NA
Amillepora34817	serine threonine kinase 31
Amillepora34813	nucleolar and coiled-body phosphoprotein 1
Amillepora34814	Late endosomal lysosomal adaptor, MAPK and MTOR activator 3
Amillepora34832	NA
Amillepora34818	piggyBac transposable element derived 4
Amillepora34829	Pao retrotransposon peptidase 
Amillepora34823	Hydra magnipapillata
Amillepora34825	NA
Amillepora32890	Ammonium transporter
Amillepora32886	Ammonium transporter
Amillepora32889	ATP-binding cassette, sub-family G (WHITE), member
Amillepora32884	ATP-binding cassette, sub-family G (WHITE), member
Amillepora32878	NA
Amillepora32887	centrin, EF-hand protein
Amillepora32888	fucosidase, alpha-L
Amillepora32894	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Amillepora32896	Peroxidasin homolog
Amillepora32893	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Amillepora32892	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Amillepora32895	mannan-binding lectin serine peptidase 1 (C4 C2 activating component of Ra-reactive factor)
Amillepora32897	Bone morphogenetic protein 1
Amillepora32898	DNA fragmentation factor, 45kDa, alpha polypeptide
Amillepora32903	nad kinase
Amillepora32901	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
Amillepora32900	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)
Amillepora32899	NA
Amillepora32908	Melatonin receptor
Amillepora32916	NA
Amillepora32917	elongation factor 3
Amillepora32912	acid-sensing (proton-gated) ion channel family member 5
Amillepora32913	Chromosome 4 open reading frame 33
Amillepora32907	CAS1 domain containing 1
Amillepora32919	golgi integral membrane protein 4
Amillepora32915	SFT2 domain containing
Amillepora32909	acid-sensing (proton-gated) ion channel
Amillepora37797	PA14 domain
Amillepora37569	NA
Amillepora34295	pyroglutamylated RFamide peptide receptor
Amillepora34287	haloacid dehalogenase-like hydrolase
Amillepora34292	Choline dehydrogenase
Amillepora34288	DNA-damage regulated autophagy modulator
Amillepora34291	Cysteine and glycine-rich protein 3 (Cardiac LIM protein)
Amillepora34300	astacin-like metalloendopeptidase (M12 family)
Amillepora34301	YOD1 OTU deubiquinating enzyme 1 homolog (S. cerevisiae)
Amillepora34216	crumbs homolog 1 (Drosophila)
Amillepora34220	Inherit from KOG: Retrotransposon protein
Amillepora34218	Inherit from euNOG: solute carrier family 17
Amillepora34224	Pao retrotransposon peptidase 
Amillepora34238	NA
Amillepora34236	Integrase core domain
Amillepora34237	Inherit from opiNOG: to reverse transcriptase
Amillepora37702	NA
Amillepora37703	NA
Amillepora37652	MULE transposase domain
Amillepora34123	PTPRF interacting protein binding protein
Amillepora34127	16 kDa proteolipid subunit
Amillepora34130	Integrase core domain
Amillepora34131	NA
Amillepora34126	Inherit from opiNOG: to reverse transcriptase
Amillepora34150	NA
Amillepora34129	Nuclear RNA export factor
Amillepora34134	Inherit from euNOG: Retrotransposon protein
Amillepora34148	Meprin A
Amillepora34142	protein Hydra magnipapillata
Amillepora34141	NA
Amillepora34136	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora34138	Inherit from euNOG: Retrotransposon protein
Amillepora34139	Inherit from euNOG: Retrotransposon protein
Amillepora37057	Inherit from KOG: DNA helicase
Amillepora37058	Inherit from KOG: DNA helicase
Amillepora37062	Inherit from KOG: Retrotransposon protein
Amillepora37059	NA
Amillepora37063	UPF3 regulator of nonsense transcripts homolog
Amillepora31085	myb-related transcription factor, partner of profilin
Amillepora31086	piggyBac transposable element derived 4
Amillepora31090	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora31087	Inherit from COG: Retrotransposon protein
Amillepora31088	Inherit from COG: Retrotransposon protein
Amillepora31089	NA
Amillepora31091	NA
Amillepora31092	to transposase domain-containing protein
Amillepora31093	Exonuclease 3'-5' domain containing 2
Amillepora31096	NA
Amillepora31103	OTU domain containing
Amillepora31100	Exonuclease 3'-5' domain containing 2
Amillepora31104	protease, serine
Amillepora31111	phospholipase B domain containing
Amillepora31116	phospholipase B domain containing
Amillepora31117	phospholipase B domain containing
Amillepora37378	Inherit from KOG: Retrotransposon protein
Amillepora37381	Pao retrotransposon peptidase 
Amillepora37379	Tryp_SPc
Amillepora30425	tetraspanin
Amillepora30426	NA
Amillepora30423	Dihydropyrimidine dehydrogenase
Amillepora30437	kruppel-like factor
Amillepora30439	Carboxypeptidase
Amillepora30438	Carboxypeptidase
Amillepora30429	Helicase with zinc finger
Amillepora30433	Zinc finger, FYVE domain containing
Amillepora30436	EF-hand calcium binding domain 7
Amillepora30435	Inherit from KOG: member of RAS oncogene family
Amillepora30441	FA58C
Amillepora30440	G protein-coupled receptor
Amillepora30448	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8
Amillepora30453	MULE transposase domain
Amillepora30455	NA
Amillepora30461	NA
Amillepora30459	Charged multivesicular body protein
Amillepora30463	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8
Amillepora30468	Inherit from KOG: Growth factor receptor
Amillepora30464	Inherit from euNOG: solute carrier family 17
Amillepora30472	Tetratricopeptide repeat
Amillepora30471	PRP38 pre-mRNA processing factor 38 (Yeast) domain containing A
Amillepora30469	serine threonine kinase 11
Amillepora30467	Gamma-aminobutyric acid (GABA) A receptor
Amillepora30466	extracellular ligand-gated ion channel activity
Amillepora30473	F5/8 type C domain
Amillepora30475	Bone morphogenetic protein 1
Amillepora30474	Inherit from KOG: protein tyrosine phosphatase receptor type
Amillepora34415	NA
Amillepora34421	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora34429	Inherit from KOG: DNA helicase
Amillepora34426	Inherit from KOG: DNA helicase
Amillepora34419	neuronal growth regulator 1
Amillepora34428	NA
Amillepora34430	NA
Amillepora34424	NA
Amillepora34422	Pao retrotransposon peptidase 
Amillepora34416	Fibroblast growth factor receptor
Amillepora34417	Fibroblast growth factor receptor
Amillepora34423	Inherit from KOG: DNA helicase
Amillepora33962	protein Hydra magnipapillata
Amillepora33959	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora33960	to transposase domain-containing protein
Amillepora33969	protein Hydra magnipapillata
Amillepora33967	NA
Amillepora33977	Inherit from opiNOG: to reverse transcriptase
Amillepora33963	protein Hydra magnipapillata
Amillepora33970	YqaJ-like viral recombinase domain
Amillepora33965	NA
Amillepora33964	NA
Amillepora33975	Inherit from euNOG: Retrotransposon protein
Amillepora33966	protein Hydra magnipapillata
Amillepora33972	NA
Amillepora33980	Integrase core domain
Amillepora33991	Inherit from KOG: Growth factor receptor
Amillepora33986	NA
Amillepora33976	NA
Amillepora33983	Inherit from euNOG: solute carrier family 17
Amillepora33987	NA
Amillepora33988	Pantothenate kinase 4
Amillepora33989	NA
Amillepora33984	Inherit from euNOG: solute carrier family 17
Amillepora37004	Inherit from euNOG: solute carrier family 17
Amillepora37005	Inherit from veNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora37006	Inherit from veNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora37007	NA
Amillepora37000	NA
Amillepora37396	Pao retrotransposon peptidase 
Amillepora37395	Pao retrotransposon peptidase 
Amillepora37397	Inherit from euNOG: solute carrier family 17
Amillepora37398	Inherit from KOG: Growth factor receptor
Amillepora37690	Inherit from COG: Retrotransposon protein
Amillepora37693	Pao retrotransposon peptidase 
Amillepora37692	Inherit from euNOG: solute carrier family 17
Amillepora33744	to tyrosine kinase receptor
Amillepora33753	doublecortin-like kinase
Amillepora33749	carrier protein
Amillepora33751	ras homolog family member U
Amillepora33750	carrier protein
Amillepora33747	region-containing chitin-binding protein
Amillepora33755	chromosome 19 open reading frame 47
Amillepora33748	glutathione Stransferase
Amillepora33774	Nine Cysteines Domain of family 3 GPCR
Amillepora33780	Aristaless related homeobox
Amillepora33760	Berardinelli-Seip congenital lipodystrophy 2 (seipin)
Amillepora33763	NA
Amillepora33761	NA
Amillepora33779	phosphatidylinositol glycan anchor biosynthesis, class F
Amillepora33759	NA
Amillepora33756	synthase
Amillepora33773	NA
Amillepora33757	protein Hydra magnipapillata
Amillepora33767	Inherit from opiNOG: to reverse transcriptase
Amillepora33762	NA
Amillepora33771	NA
Amillepora33764	NA
Amillepora33775	dioxygenase
Amillepora33769	NA
Amillepora33776	dioxygenase
Amillepora33777	dioxygenase
Amillepora33772	NA
Amillepora33768	NA
Amillepora33758	protein Hydra magnipapillata
Amillepora32083	Pao retrotransposon peptidase 
Amillepora32088	Inherit from euNOG: solute carrier family 17
Amillepora32086	NA
Amillepora32090	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora32092	kiaa1958
Amillepora32093	structural maintenance of chromosomes protein
Amillepora32096	acetyltransferase
Amillepora32097	histone H3
Amillepora32102	NA
Amillepora32101	Inherit from opiNOG: to reverse transcriptase
Amillepora33896	cyclin D binding myb-like transcription factor 1
Amillepora33897	cyclin D binding myb-like transcription factor 1
Amillepora33894	Tachykinin receptor
Amillepora33905	uridine kinase
Amillepora33902	Responsible for the deiodination of T4 (3,5,3',5'- tetraiodothyronine) (By similarity)
Amillepora33900	cyclin D binding myb-like transcription factor 1
Amillepora33899	cyclin D binding myb-like transcription factor 1
Amillepora33906	F-box and leucine-rich repeat protein 6
Amillepora33907	Glucosaminyl (N-acetyl) transferase
Amillepora33904	FAD-dependent oxidoreductase domain containing 1
Amillepora33903	Responsible for the deiodination of T4 (3,5,3',5'- tetraiodothyronine) (By similarity)
Amillepora33908	Glucosaminyl (N-acetyl) transferase
Amillepora33911	FAD-dependent oxidoreductase domain containing 1
Amillepora33912	Responsible for the deiodination of T4 (3,5,3',5'- tetraiodothyronine) (By similarity)
Amillepora33910	uridine kinase
Amillepora33919	Tachykinin receptor
Amillepora33913	Responsible for the deiodination of T4 (3,5,3',5'- tetraiodothyronine) (By similarity)
Amillepora33916	cyclin D binding myb-like transcription factor 1
Amillepora33920	BCL-2-associated athanogene 6
Amillepora33909	F-box and leucine-rich repeat protein 6
Amillepora31169	Inherit from KOG: Growth factor receptor
Amillepora31177	Death domain
Amillepora31178	NA
Amillepora31179	NA
Amillepora31180	Death domain
Amillepora31181	NA
Amillepora31191	integrase core domain protein
Amillepora34198	YqaJ-like viral recombinase domain
Amillepora34199	protein Hydra magnipapillata
Amillepora34202	Inherit from euNOG: Retrotransposon protein
Amillepora34213	protein Hydra magnipapillata
Amillepora34206	NA
Amillepora34204	NA
Amillepora34212	NA
Amillepora31830	amino acid transporter
Amillepora31831	amino acid transporter
Amillepora31824	grancalcin, EF-hand calcium binding protein
Amillepora31829	Syntaxin 16
Amillepora31827	H ACA ribonucleoprotein complex subunit
Amillepora31825	ankyrin repeat and sterile alpha motif domain containing 6
Amillepora31823	grancalcin, EF-hand calcium binding protein
Amillepora31841	Cleavage and polyadenylation
Amillepora31835	amino acid transporter
Amillepora31832	amino acid transporter
Amillepora31838	Mannosyltransferase
Amillepora31837	regulator of G-protein signaling like 1
Amillepora31850	transient receptor potential cation channel, subfamily C, member 4 associated protein
Amillepora31852	DEAH (Asp-Glu-Ala-His) box polypeptide 16
Amillepora31846	Ribonuclease P MRP 40kDa subunit
Amillepora31848	Ubiquitin-activating enzyme
Amillepora31845	ATM interactor
Amillepora31847	centromere protein N
Amillepora31862	acid) phosphatase
Amillepora31860	NA
Amillepora31855	NA
Amillepora31856	Death domain
Amillepora31858	NA
Amillepora31859	zinc finger
Amillepora31865	eukaryotic translation initiation factor 2alpha kinase
Amillepora31864	ATP-dependent RNA helicase involved in mRNA splicing. May destabilize the U1 5'-splice site duplex to permit an effective competition for the 5'-splice site by the U6 snRNA, resulting in the switch between U1 and U6 at the 5'-splice site. May also act to unwind the U4 U6 base-pairing interaction in the U4 U6 U5 snRNP, facilitating the first covalent step of splicing
Amillepora31870	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis (By similarity)
Amillepora31868	NA
Amillepora31874	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora31873	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora31882	Protein disulfide isomerase
Amillepora31886	Origin recognition complex subunit 6
Amillepora31891	Fatty acid desaturase
Amillepora31871	determination of left/right symmetry
Amillepora31877	Inherit from NOG: determination of left/right symmetry
Amillepora31872	determination of left/right symmetry
Amillepora31890	NA
Amillepora31887	MAM domain containing 4
Amillepora31880	Ribosome biogenesis protein
Amillepora31884	transcription factor
Amillepora31883	testis, prostate and placenta expressed
Amillepora31888	protein Hydra magnipapillata
Amillepora36891	protein RIC1 homolog
Amillepora36893	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
Amillepora36890	adenylate kinase
Amillepora36894	malate L-lactate dehydrogenase
Amillepora36892	malate L-lactate dehydrogenase
Amillepora36897	DEAD (Asp-Glu-Ala-Asp) box polypeptide
Amillepora36898	DEAD (Asp-Glu-Ala-Asp) box polypeptide
Amillepora29693	HYR domain
Amillepora29695	Pentaxin family
Amillepora29699	betaine-homocysteine S-methyltransferase
Amillepora29698	Nucleolar protein
Amillepora29705	Dehydrogenase reductase SDR family member
Amillepora29700	Nucleolar protein
Amillepora29704	ectonucleotide pyrophosphatase phosphodiesterase
Amillepora29706	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
Amillepora29721	Cyclin Y
Amillepora29723	Coatomer protein complex subunit zeta
Amillepora29727	Carbohydrate
Amillepora29728	Dermatan sulfate epimerase-like
Amillepora29725	nei endonuclease VIII-like 1 (E. coli)
Amillepora29720	Tetratricopeptide repeat domain 25
Amillepora29736	NA
Amillepora29738	Peptidyl-prolyl cis-trans isomerase
Amillepora29730	Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic apyrimidinic (AP) site-terminated flap. Acts as a genome stabilization factor that prevents flaps from equilibrating into structurs that lead to duplications and deletions. Also possesses 5'-3' exonuclease activity on nicked or gapped double- stranded DNA, and exhibits RNase H activity. Also involved in replication and repair of rDNA and in repairing mitochondrial DNA (By similarity)
Amillepora29732	chitin synthase
Amillepora29740	Pleckstrin homology domain containing, family A (Phosphoinositide binding specific) member
Amillepora29737	JmjC
Amillepora29731	aminopeptidase
Amillepora29739	o-methyltransferase
Amillepora29735	Regulator of nonsense transcripts
Amillepora29743	supervillin
Amillepora29751	JmjC
Amillepora29756	aminopeptidase
Amillepora29753	Regulator of nonsense transcripts
Amillepora29749	o-methyltransferase
Amillepora29752	NA
Amillepora29754	chitin synthase
Amillepora29750	Peptidyl-prolyl cis-trans isomerase
Amillepora29744	supervillin
Amillepora29746	Potassium channel subfamily K member
Amillepora29748	Pleckstrin homology domain containing, family A (Phosphoinositide binding specific) member
Amillepora29762	nei endonuclease VIII-like 1 (E. coli)
Amillepora29757	Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic apyrimidinic (AP) site-terminated flap. Acts as a genome stabilization factor that prevents flaps from equilibrating into structurs that lead to duplications and deletions. Also possesses 5'-3' exonuclease activity on nicked or gapped double- stranded DNA, and exhibits RNase H activity. Also involved in replication and repair of rDNA and in repairing mitochondrial DNA (By similarity)
Amillepora29763	Coatomer protein complex subunit zeta
Amillepora29767	Coatomer protein complex subunit zeta
Amillepora29766	NA
Amillepora29759	Dermatan sulfate epimerase-like
Amillepora29781	NA
Amillepora29774	integrase core domain protein
Amillepora29770	Tetratricopeptide repeat domain 25
Amillepora29786	Nucleolar protein
Amillepora29780	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
Amillepora29769	Cyclin Y
Amillepora29782	ectonucleotide pyrophosphatase phosphodiesterase
Amillepora34168	Immunoglobulin I-set domain
Amillepora34164	protein Hydra magnipapillata
Amillepora34171	exonuclease 3'-5' domain containing 1
Amillepora34172	macrophage expressed 1
Amillepora34175	macrophage expressed 1
Amillepora34180	macrophage expressed 1
Amillepora34179	NA
Amillepora34091	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora34094	Inherit from KOG: Growth factor receptor
Amillepora34097	NA
Amillepora34096	NA
Amillepora34098	NA
Amillepora29982	WD repeat domain 38
Amillepora29986	Chromodomain helicase DNA binding protein
Amillepora29987	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member
Amillepora29983	Carboxypeptidase
Amillepora29993	Vascular endothelial growth factor
Amillepora29995	Vascular endothelial growth factor
Amillepora29994	Vascular endothelial growth factor
Amillepora29990	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member
Amillepora29991	polycystic kidney disease 1-like 2
Amillepora29992	polycystic kidney disease 1-like 2
Amillepora29997	Vascular endothelial growth factor
Amillepora29989	to transposase domain-containing protein
Amillepora30003	Serine racemase
Amillepora30004	Nuclear speckle splicing regulatory protein
Amillepora29999	ankyrin repeat domain
Amillepora30001	G protein-coupled receptor kinase interacting ArfGAP
Amillepora30005	D-arabinono-1,4-lactone oxidase 
Amillepora30007	Flotillin
Amillepora30013	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)
Amillepora30021	Peptide chain release factor
Amillepora30022	cyclin-dependent kinase 2 associated protein
Amillepora30017	piwi-like
Amillepora30023	chromosome 16 open reading frame 93
Amillepora30015	SH3 and PX domains
Amillepora30028	arginine serine-rich coiled-coil 2
Amillepora30024	ubiquitin protein ligase
Amillepora30027	AGC family protein kinase
Amillepora30026	-Drosophila
Amillepora30030	calcium exchanger
Amillepora30032	ANK
Amillepora30034	ANK
Amillepora30035	NA
Amillepora30036	phosphoserine phosphatase
Amillepora30044	Coiled-coil domain containing 42
Amillepora30041	TBCC domain containing 1
Amillepora30038	NA
Amillepora30073	phosphoserine phosphatase
Amillepora30067	TBCC domain containing 1
Amillepora30071	NA
Amillepora30066	Coiled-coil domain containing 42
Amillepora30087	calcium exchanger
Amillepora30091	AGC family protein kinase
Amillepora30075	ANK
Amillepora30092	-Drosophila
Amillepora30074	NA
Amillepora30090	BEN domain containing 3
Amillepora30089	arginine serine-rich coiled-coil 2
Amillepora34466	NA
Amillepora34475	NA
Amillepora34471	Integrase core domain
Amillepora34473	NA
Amillepora34476	zinc finger, CCHC domain containing 3
Amillepora37029	acid PHOsphatase
Amillepora36941	caspase 9, apoptosis-related cysteine peptidase
Amillepora36946	BTB POZ domain containing
Amillepora36938	dishevelled, dsh homolog
Amillepora36943	WD domain, G-beta repeat
Amillepora36940	NA
Amillepora36939	neuralized homolog 4 (Drosophila)
Amillepora36947	Dynamin-related protein
Amillepora36942	Bone morphogenetic protein 1
Amillepora36944	Dynamin-related protein
Amillepora33189	MYND finger
Amillepora33185	MYND finger
Amillepora33179	MYND finger
Amillepora33195	NA
Amillepora33193	NA
Amillepora33200	Inherit from opiNOG: to reverse transcriptase
Amillepora33199	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
Amillepora33202	Inherit from KOG: Growth factor receptor
Amillepora33212	Inherit from KOG: Retrotransposon protein
Amillepora33205	Pao retrotransposon peptidase 
Amillepora33214	Inherit from KOG: Retrotransposon protein
Amillepora33213	Inherit from KOG: Retrotransposon protein
Amillepora33211	NA
Amillepora33216	zinc finger, CCHC domain containing 3
Amillepora33237	protein Hydra magnipapillata
Amillepora33239	NA
Amillepora33238	NA
Amillepora33241	Interferon-induced protein
Amillepora33242	NA
Amillepora33240	Interferon-induced protein
Amillepora33246	FA58C
Amillepora33249	NA
Amillepora33247	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora33255	NA
Amillepora33250	Interferon-induced protein
Amillepora33252	Interferon-induced protein
Amillepora28937	Hydra magnipapillata
Amillepora28940	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora28941	Inherit from euNOG: Retrotransposon protein
Amillepora28942	Inherit from euNOG: Retrotransposon protein
Amillepora28947	integrase core domain protein
Amillepora28948	protein Hydra magnipapillata
Amillepora28949	protein Hydra magnipapillata
Amillepora28950	Inherit from euNOG: solute carrier family 17
Amillepora28951	NA
Amillepora28954	NA
Amillepora28957	protein Hydra magnipapillata
Amillepora28961	NA
Amillepora28959	NA
Amillepora28963	family with sequence similarity 26, member E
Amillepora28960	DUF4206
Amillepora28965	family with sequence similarity 26, member E
Amillepora28964	family with sequence similarity 26, member E
Amillepora28966	phospholipase A2 group
Amillepora28967	Melatonin receptor
Amillepora28969	dedicator of cyto-kinesis
Amillepora29003	SRY (sex determining region Y)-box 14
Amillepora29004	vacuolar protein sorting 37 homolog
Amillepora29000	Domain of unknown function (DUF3398)
Amillepora28999	Domain of unknown function (DUF3398)
Amillepora29013	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)
Amillepora29011	family with sequence similarity 26, member E
Amillepora29009	NA
Amillepora29010	NA
Amillepora29012	Ribonuclease H2, subunit B
Amillepora33482	Inherit from KOG: Retrotransposon protein
Amillepora33486	Inherit from opiNOG: Conserved hypothetical protein
Amillepora33483	Hydra magnipapillata
Amillepora33484	Polyamine oxidase
Amillepora33490	conserved hypothetical protein
Amillepora33498	NA
Amillepora33500	guanine nucleotide exchange factor
Amillepora33489	NA
Amillepora33495	NA
Amillepora33494	NA
Amillepora33492	Chromosome 14 open reading frame 93
Amillepora37247	asteroid homolog 1 (Drosophila)
Amillepora37249	asteroid homolog 1 (Drosophila)
Amillepora37025	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora37026	NA
Amillepora37023	CACTA, En Spm sub-class
Amillepora37027	NA
Amillepora37024	Pao retrotransposon peptidase 
Amillepora32156	kelch-like
Amillepora32158	smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)
Amillepora32160	eph receptor
Amillepora32159	receptor
Amillepora32157	Prohibitin 2
Amillepora32165	FHA
Amillepora32167	Transmembrane protein 222
Amillepora32168	Tudor domain containing 9
Amillepora32169	phospholipase C
Amillepora32172	NA
Amillepora32166	leucine, glutamate and lysine rich 1
Amillepora32161	Immunoglobulin domain
Amillepora32162	eph receptor
Amillepora32163	eph receptor
Amillepora32174	Galactose binding lectin domain
Amillepora32176	SUZ RNA binding domain containing 1
Amillepora32178	Methylenetetrahydrofolate reductase
Amillepora32175	Acyl-CoA thioesterase
Amillepora32186	SATB homeobox
Amillepora32179	Eukaryotic translation initiation factor 4 gamma
Amillepora32184	exonuclease 3'-5' domain containing 1
Amillepora32185	PH domain
Amillepora32187	Phosphatidylinositol4,5-bisphosphate 3-kinase catalytic subunit
Amillepora32189	WD repeat domain 70
Amillepora32183	exonuclease 3'-5' domain containing 1
Amillepora32196	oncogene
Amillepora32193	family with sequence similarity 132, member
Amillepora32190	integrase core domain protein
Amillepora32195	centrosomal protein 19kDa
Amillepora32202	adaptor-related protein complex 2, mu 1 subunit
Amillepora32203	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase
Amillepora32208	NA
Amillepora32194	family with sequence similarity 26, member E
Amillepora32200	NA
Amillepora32197	rho guanine nucleotide exchange factor
Amillepora32204	forkhead box
Amillepora32201	Nephronophthisis 4
Amillepora32206	NECAP endocytosis associated
Amillepora32209	cytochrome b5 domain containing 1
Amillepora32423	sulfite oxidase
Amillepora32425	protein tyrosine phosphatase receptor type
Amillepora32426	GIPC PDZ domain containing family, member
Amillepora32422	solute carrier family 30 (zinc transporter), member
Amillepora32427	sidekick cell adhesion molecule 2
Amillepora32428	NA
Amillepora32429	NA
Amillepora32442	NA
Amillepora32432	dedicator of cyto-kinesis
Amillepora32434	dedicator of cyto-kinesis
Amillepora32440	kiaa1045
Amillepora32447	GIPC PDZ domain containing family, member
Amillepora32444	sulfite oxidase
Amillepora32446	Protein tyrosine phosphatase receptor type
Amillepora32443	solute carrier family 30 (zinc transporter), member
Amillepora32448	sidekick cell adhesion molecule 2
Amillepora33923	Inherit from euNOG: solute carrier family 17
Amillepora33921	exportin
Amillepora33924	exportin
Amillepora33927	Protein of unknown function (DUF1759)
Amillepora33940	NIMA-related kinase 9
Amillepora33938	NA
Amillepora33929	exportin
Amillepora33932	exportin
Amillepora33936	exportin
Amillepora33930	exportin
Amillepora37056	OAF homolog (Drosophila)
Amillepora37055	adenosine monophosphate deaminase
Amillepora32552	Thiopurine S-methyltransferase
Amillepora32548	NA
Amillepora32549	nerve growth factor receptor
Amillepora32550	Protein disulfide isomerase
Amillepora32551	G elongation factor, mitochondrial 1
Amillepora32553	Angiotensin I converting enzyme peptidyl-dipeptidase A
Amillepora32555	Angiotensin I converting enzyme peptidyl-dipeptidase A
Amillepora32563	Ribosomal protein
Amillepora32558	Cullin 3
Amillepora32556	Angiotensin I converting enzyme peptidyl-dipeptidase A
Amillepora32560	PTK7 protein tyrosine kinase 7
Amillepora32561	SIK family kinase 3
Amillepora32562	NA
Amillepora32554	NA
Amillepora32569	Translocase of outer mitochondrial membrane 40 homolog
Amillepora32565	Salt-inducible kinase
Amillepora32566	aspartylglucosaminidase
Amillepora32568	Zinc finger protein
Amillepora32573	Inherit from COG: oxidoreductase
Amillepora32575	Inherit from COG: oxidoreductase
Amillepora32572	Inherit from COG: oxidoreductase
Amillepora32580	Fibroblast growth factor receptor
Amillepora32574	Inherit from COG: oxidoreductase
Amillepora32578	receptor
Amillepora32581	Calpain-like cysteine peptidase
Amillepora32582	Calpain-like cysteine peptidase
Amillepora32576	Patatin-like phospholipase domain containing
Amillepora32577	Patatin-like phospholipase domain containing
Amillepora32589	receptor
Amillepora32586	NA
Amillepora32585	Ankyrin repeat domain 42
Amillepora32591	sodium channel, non-voltage-gated 1, gamma
Amillepora32592	sodium channel, non-voltage-gated 1, gamma
Amillepora32588	acyl-CoA dehydrogenase
Amillepora32594	Inherit from COG: oxidoreductase
Amillepora32587	NA
Amillepora32590	receptor
